url,domain_length,path_length,has_ip,has_at_symbol,has_redirect,has_https,num_subdomains,num_dots,num_hyphens,domain_in_blacklist,domain_age,domain_end,is_url_shortened,entropy,ssl_certificate,label
http://paypal-verification.com/7ulzvsnqsqrq,23,12,0,0,0,0,0,1,1,1,121,89,0,5.01,0,1
http://secure-login.com/mhbpd7lfvavt7sm,16,15,0,0,0,0,0,1,1,1,146,66,0,2.69,0,1
https://secure-login.com/y93i02h3vl,16,10,0,0,0,1,0,1,1,1,80,38,0,4.2,1,1
https://free-gift.com/yz3mtenw5,13,9,0,0,0,1,0,1,1,1,52,24,1,3.74,1,1
https://secure-login.com/wrngx68um,16,9,0,0,0,1,0,1,1,1,104,89,0,2.58,1,1
http://paypal-verification.com/1g0io,23,5,0,0,0,0,0,1,1,1,178,30,0,4.78,0,1
https://account-security.com/rhgnmvtqi,20,9,0,0,0,1,0,1,1,1,165,20,0,5.43,1,1
http://free-gift.com/8zowmrf,13,7,0,0,0,0,0,1,1,1,70,27,1,4.41,0,1
https://free-gift.com/bb9u30,13,6,0,0,0,1,0,1,1,1,150,55,1,5.31,1,1
http://free-gift.com/k3p7vszzj02as,13,13,0,0,0,0,0,1,1,1,178,43,1,3.86,0,1
https://bank-update.com/k6mt6,15,5,0,0,0,1,0,1,1,1,10,85,0,3.79,1,1
https://account-security.com/flx1r0kc,20,8,0,0,0,1,0,1,1,1,112,3,0,3.76,1,1
http://bank-update.com/5itfczfur8,15,10,0,0,0,0,0,1,1,1,14,25,0,4.64,0,1
https://account-security.com/96nz6zg19r8x8y7,20,15,0,0,0,1,0,1,1,1,154,73,0,3.66,1,1
https://account-security.com/zqk8s,20,5,0,0,0,1,0,1,1,1,117,4,0,3.57,1,1
https://account-security.com/1wm7z3v93tqvrhj,20,15,0,0,0,1,0,1,1,1,163,62,0,3.04,1,1
https://paypal-verification.com/00ompru03vb18oa,23,15,0,0,0,1,0,1,1,1,68,79,0,4.55,1,1
http://account-security.com/jb2oeqj0e,20,9,0,0,0,0,0,1,1,1,86,50,0,5.5,0,1
https://account-security.com/rmmddwga,20,8,0,0,0,1,0,1,1,1,141,82,0,4.88,1,1
https://bank-update.com/abjrs8pvfjkt7ei,15,15,0,0,0,1,0,1,1,1,47,31,0,3.12,1,1
http://bank-update.com/4xo8gzmb,15,8,0,0,0,0,0,1,1,1,82,84,0,2.66,0,1
http://account-security.com/p6bukfh04bt8nd,20,14,0,0,0,0,0,1,1,1,19,76,0,4.69,0,1
https://paypal-verification.com/kqfnnbpuj5s,23,11,0,0,0,1,0,1,1,1,44,13,0,3.51,1,1
https://bank-update.com/aj3r2hi,15,7,0,0,0,1,0,1,1,1,105,60,0,4.1,1,1
https://bank-update.com/mzl8r,15,5,0,0,0,1,0,1,1,1,20,61,0,4.93,1,1
http://secure-login.com/cdi9vhu8ssh31r,16,14,0,0,0,0,0,1,1,1,62,69,0,3.38,0,1
http://secure-login.com/itlrlr,16,6,0,0,0,0,0,1,1,1,145,60,0,2.92,0,1
http://paypal-verification.com/wrsozt9v7u,23,10,0,0,0,0,0,1,1,1,74,47,0,4.84,0,1
https://account-security.com/873rt,20,5,0,0,0,1,0,1,1,1,3,33,0,3.13,1,1
http://paypal-verification.com/8oqhgd5yl25nb49,23,15,0,0,0,0,0,1,1,1,112,48,0,4.33,0,1
https://account-security.com/7bs0btjcxwpybt,20,14,0,0,0,1,0,1,1,1,24,38,0,2.54,1,1
http://account-security.com/m5xv00e5,20,8,0,0,0,0,0,1,1,1,150,36,0,3.45,0,1
https://free-gift.com/3oy0wnpbaq5ri4k,13,15,0,0,0,1,0,1,1,1,36,12,1,4.74,1,1
https://account-security.com/6755donhwrun,20,12,0,0,0,1,0,1,1,1,106,68,0,4.46,1,1
https://account-security.com/2r3ee4ug89,20,10,0,0,0,1,0,1,1,1,1,89,0,5.29,1,1
http://paypal-verification.com/jozd934y7qxu46,23,14,0,0,0,0,0,1,1,1,146,88,0,3.28,0,1
https://secure-login.com/xnhakw,16,6,0,0,0,1,0,1,1,1,123,3,0,4.61,1,1
http://free-gift.com/6n5g81ert5v,13,11,0,0,0,0,0,1,1,1,139,27,1,4.51,0,1
http://account-security.com/4d6lhqju0dt1,20,12,0,0,0,0,0,1,1,1,157,15,0,3.88,0,1
https://secure-login.com/hpzttmxyldv,16,11,0,0,0,1,0,1,1,1,142,34,0,3.81,1,1
https://account-security.com/ltmu1i5jc,20,9,0,0,0,1,0,1,1,1,71,22,0,3.07,1,1
https://account-security.com/gm55m0jc,20,8,0,0,0,1,0,1,1,1,38,11,0,2.83,1,1
https://bank-update.com/x8epi9q4drgy,15,12,0,0,0,1,0,1,1,1,136,80,0,3.35,1,1
https://paypal-verification.com/vldptj3y,23,8,0,0,0,1,0,1,1,1,124,64,0,5.28,1,1
https://account-security.com/19kbodnzh,20,9,0,0,0,1,0,1,1,1,26,14,0,3.15,1,1
http://paypal-verification.com/svrjxh,23,6,0,0,0,0,0,1,1,1,161,59,0,3.06,0,1
http://secure-login.com/9hf5x8vzf89ae4h,16,15,0,0,0,0,0,1,1,1,93,61,0,3.41,0,1
https://secure-login.com/e2yy86vl1aaymu,16,14,0,0,0,1,0,1,1,1,132,41,0,4.81,1,1
https://paypal-verification.com/q4z8thw9,23,8,0,0,0,1,0,1,1,1,32,84,0,5.47,1,1
https://secure-login.com/muir7ciyn0,16,10,0,0,0,1,0,1,1,1,177,60,0,5.15,1,1
https://free-gift.com/lk7a2,13,5,0,0,0,1,0,1,1,1,140,33,1,4.8,1,1
https://account-security.com/mc9nz16act,20,10,0,0,0,1,0,1,1,1,173,40,0,3.16,1,1
http://bank-update.com/xacmbo6ng67c,15,12,0,0,0,0,0,1,1,1,24,1,0,3.67,0,1
http://microsoft.com/h1oash3,13,7,0,0,0,0,0,1,0,0,40,1294,1,3.63,0,0
https://wikipedia.org/wdluc,13,5,0,0,0,1,0,1,0,0,1940,1689,0,4.37,1,0
https://google.com/7d4in5kk9ye11,10,13,0,0,0,1,0,1,0,0,1705,1044,0,5.28,1,0
https://github.com/m5xlbv,10,6,0,0,0,1,0,1,0,0,637,1022,0,2.65,1,0
https://microsoft.com/von530scf,13,9,0,0,0,1,0,1,0,0,3416,3302,1,4.37,1,0
http://google.com/loc5fnrimjpzn2,10,14,0,0,0,0,0,1,0,0,2075,2726,0,4.69,0,0
http://google.com/iu2yd6e0ja3t4c,10,14,0,0,0,0,0,1,0,0,1355,1456,0,2.83,0,0
http://apple.com/q953r8ip7y,9,10,0,0,0,0,0,1,0,0,3271,2982,0,4.16,0,0
http://wikipedia.org/nkmgzyngihf,13,11,0,0,0,0,0,1,0,0,2226,2756,0,3.76,0,0
https://apple.com/2ueky8s,9,7,0,0,0,1,0,1,0,0,1437,2165,0,2.7,1,0
https://google.com/hd9a8p3tu9,10,10,0,0,0,1,0,1,0,0,717,2127,0,4.19,1,0
http://google.com/2ciiey,10,6,0,0,0,0,0,1,0,0,1582,1606,0,4.04,0,0
http://google.com/awo0vxjnjggoehi,10,15,0,0,0,0,0,1,0,0,637,2576,0,4.01,0,0
https://github.com/h7j4z210hl6ry,10,13,0,0,0,1,0,1,0,0,856,3029,0,5.22,1,0
https://github.com/1ueq5l82d1yn,10,12,0,0,0,1,0,1,0,0,2470,2002,0,4.99,1,0
https://wikipedia.org/cldezxkrus,13,10,0,0,0,1,0,1,0,0,159,2402,0,4.47,1,0
https://google.com/sk18levyh6xy57x,10,15,0,0,0,1,0,1,0,0,1933,3515,0,3.05,1,0
https://apple.com/ps2y3txaksof0v,9,14,0,0,0,1,0,1,0,0,3509,3230,0,5.25,1,0
https://google.com/tgzoro49c,10,9,0,0,0,1,0,1,0,0,2405,1604,0,4.54,1,0
http://microsoft.com/scguhurvem6flo4,13,15,0,0,0,0,0,1,0,0,869,297,1,3.19,0,0
https://microsoft.com/9om5co82tt32w2,13,14,0,0,0,1,0,1,0,0,1663,3529,1,2.53,1,0
http://github.com/6mcovnz6ubm,10,11,0,0,0,0,0,1,0,0,1723,405,0,2.6,0,0
https://microsoft.com/gcwqwjrcep0u,13,12,0,0,0,1,0,1,0,0,1104,3047,1,4.4,1,0
http://google.com/mgcgw3x6v,10,9,0,0,0,0,0,1,0,0,2923,1688,0,3.47,0,0
https://microsoft.com/hh262x90,13,8,0,0,0,1,0,1,0,0,2833,1387,1,4.66,1,0
https://google.com/zn16mle33,10,9,0,0,0,1,0,1,0,0,3081,1440,0,5.29,1,0
http://google.com/b5ckx65,10,7,0,0,0,0,0,1,0,0,1168,1347,0,3.94,0,0
http://microsoft.com/l34z7zi,13,7,0,0,0,0,0,1,0,0,722,1534,1,2.94,0,0
http://microsoft.com/lxfr3i100v,13,10,0,0,0,0,0,1,0,0,2083,3079,1,3.06,0,0
https://google.com/z5zoef4hf79b7,10,13,0,0,0,1,0,1,0,0,1467,2889,0,4.0,1,0
https://microsoft.com/t37nczyd,13,8,0,0,0,1,0,1,0,0,798,840,1,3.56,1,0
http://microsoft.com/9tg7c9c7,13,8,0,0,0,0,0,1,0,0,3640,1108,1,4.01,0,0
https://microsoft.com/oyq5es5t986uyi8,13,15,0,0,0,1,0,1,0,0,1251,2317,1,4.46,1,0
http://github.com/qw6h7itkx,10,9,0,0,0,0,0,1,0,0,3638,1879,0,4.7,0,0
https://github.com/3beyz7,10,6,0,0,0,1,0,1,0,0,1127,536,0,2.89,1,0
http://github.com/m01wflmp6t9n,10,12,0,0,0,0,0,1,0,0,2683,2316,0,4.3,0,0
http://github.com/3bxcwl2,10,7,0,0,0,0,0,1,0,0,1998,394,0,4.9,0,0
http://google.com/gppfdrbqls07i85,10,15,0,0,0,0,0,1,0,0,3554,2662,0,4.91,0,0
http://google.com/7n6k99d,10,7,0,0,0,0,0,1,0,0,441,2931,0,2.74,0,0
http://apple.com/y7p6wfcz5kd,9,11,0,0,0,0,0,1,0,0,596,1565,0,3.95,0,0
https://wikipedia.org/094268jh4nrvd94,13,15,0,0,0,1,0,1,0,0,1736,2034,0,4.95,1,0
https://microsoft.com/450h4r10glg,13,11,0,0,0,1,0,1,0,0,239,2350,1,4.45,1,0
https://google.com/h3qncha,10,7,0,0,0,1,0,1,0,0,755,2978,0,4.08,1,0
http://apple.com/vxmt5kb0,9,8,0,0,0,0,0,1,0,0,1194,937,0,3.22,0,0
https://google.com/2qinmw8fp,10,9,0,0,0,1,0,1,0,0,2076,1343,0,2.68,1,0
http://microsoft.com/ibf2v3wsqifzcm,13,14,0,0,0,0,0,1,0,0,2112,2466,1,5.18,0,0
http://apple.com/kzfkc9f,9,7,0,0,0,0,0,1,0,0,1820,1220,0,5.26,0,0
http://microsoft.com/tz1taks5esmu,13,12,0,0,0,0,0,1,0,0,403,2871,1,4.19,0,0
https://github.com/ay95u,10,5,0,0,0,1,0,1,0,0,1496,3448,0,4.06,1,0
http://apple.com/jlr1w2td26u,9,11,0,0,0,0,0,1,0,0,2645,2608,0,4.84,0,0
https://github.com/t4wqtog0b28v28z,10,15,0,0,0,1,0,1,0,0,1221,1842,0,5.17,1,0
http://microsoft.com/2sdqpzedp1j9a,13,13,0,0,0,0,0,1,0,0,2260,1086,1,4.33,0,0
https://apple.com/imxtc8,9,6,0,0,0,1,0,1,0,0,3538,475,0,3.45,1,0
http://google.com/r2dwvbdxleq9j4r,10,15,0,0,0,0,0,1,0,0,3151,132,0,4.45,0,0
http://wikipedia.org/37i9jr094vr,13,11,0,0,0,0,0,1,0,0,3456,1014,0,4.34,0,0
http://microsoft.com/ouwq35bpizu2zu,13,14,0,0,0,0,0,1,0,0,2859,2475,1,3.78,0,0
https://microsoft.com/1bl2nlx5sq,13,10,0,0,0,1,0,1,0,0,976,237,1,3.57,1,0
http://wikipedia.org/k28028u,13,7,0,0,0,0,0,1,0,0,340,1347,0,4.44,0,0
https://wikipedia.org/4vuou2egpt8k,13,12,0,0,0,1,0,1,0,0,267,2777,0,4.15,1,0
https://apple.com/nyk8f6h0mcns,9,12,0,0,0,1,0,1,0,0,468,3067,0,3.59,1,0
https://wikipedia.org/gznbjm,13,6,0,0,0,1,0,1,0,0,2651,2517,0,4.23,1,0
https://apple.com/hij7p1ne,9,8,0,0,0,1,0,1,0,0,3622,3225,0,5.03,1,0
https://wikipedia.org/jukusqw3f6p,13,11,0,0,0,1,0,1,0,0,51,2529,0,4.16,1,0
http://wikipedia.org/5qgai,13,5,0,0,0,0,0,1,0,0,3303,3347,0,4.52,0,0
http://github.com/bohc4sg0r,10,9,0,0,0,0,0,1,0,0,2245,3443,0,5.06,0,0
https://microsoft.com/uecfmsu4rlo,13,11,0,0,0,1,0,1,0,0,2035,2514,1,3.04,1,0
https://wikipedia.org/d7gyhu2zf4,13,10,0,0,0,1,0,1,0,0,3264,2528,0,4.95,1,0
http://microsoft.com/x132f69p0th0wmz,13,15,0,0,0,0,0,1,0,0,3230,2280,1,4.33,0,0
http://github.com/uw1q2l3zrzt0rl,10,14,0,0,0,0,0,1,0,0,1726,3377,0,3.55,0,0
http://google.com/1bfytq,10,6,0,0,0,0,0,1,0,0,384,1020,0,3.52,0,0
https://wikipedia.org/eo6t4ndt906y,13,12,0,0,0,1,0,1,0,0,1067,1719,0,4.13,1,0
http://wikipedia.org/who8igusls0z,13,12,0,0,0,0,0,1,0,0,1184,3415,0,3.41,0,0
http://apple.com/c9si2m93slhl41,9,14,0,0,0,0,0,1,0,0,700,1666,0,4.35,0,0
https://microsoft.com/g7cz5vc6,13,8,0,0,0,1,0,1,0,0,173,2236,1,3.99,1,0
https://github.com/62f9206km,10,9,0,0,0,1,0,1,0,0,326,1829,0,4.75,1,0
https://github.com/g6bbzlin69,10,10,0,0,0,1,0,1,0,0,3092,1944,0,5.16,1,0
https://google.com/xpafspydi6q,10,11,0,0,0,1,0,1,0,0,944,328,0,4.44,1,0
https://apple.com/i9gthh62d2sk,9,12,0,0,0,1,0,1,0,0,2890,631,0,4.93,1,0
http://google.com/k3r8g26,10,7,0,0,0,0,0,1,0,0,654,2745,0,2.64,0,0
http://microsoft.com/3du09k0g5ffav,13,13,0,0,0,0,0,1,0,0,2725,3410,1,3.31,0,0
https://wikipedia.org/bi6qozd2o,13,9,0,0,0,1,0,1,0,0,1118,1221,0,2.68,1,0
https://microsoft.com/io4wjdkbp,13,9,0,0,0,1,0,1,0,0,3111,1938,1,4.89,1,0
http://wikipedia.org/k4nliaqw,13,8,0,0,0,0,0,1,0,0,39,1234,0,2.78,0,0
http://github.com/e9aadx0x,10,8,0,0,0,0,0,1,0,0,3104,1684,0,3.63,0,0
http://microsoft.com/wygh6vk,13,7,0,0,0,0,0,1,0,0,2967,2225,1,3.26,0,0
https://apple.com/32rniuvk,9,8,0,0,0,1,0,1,0,0,2757,729,0,4.85,1,0
https://apple.com/whctzu,9,6,0,0,0,1,0,1,0,0,1337,851,0,4.8,1,0
https://github.com/kadxzpuzvpu95,10,13,0,0,0,1,0,1,0,0,2116,1477,0,4.79,1,0
https://github.com/qq3oylq1uk3z8,10,13,0,0,0,1,0,1,0,0,2963,3024,0,5.28,1,0
https://google.com/be7h3zody,10,9,0,0,0,1,0,1,0,0,2778,367,0,3.28,1,0
http://wikipedia.org/b2rcls,13,6,0,0,0,0,0,1,0,0,3499,154,0,3.73,0,0
http://github.com/odx3t,10,5,0,0,0,0,0,1,0,0,571,1150,0,3.57,0,0
http://microsoft.com/kt25v49yssa,13,11,0,0,0,0,0,1,0,0,776,2060,1,2.6,0,0
https://google.com/519eq899up,10,10,0,0,0,1,0,1,0,0,2638,305,0,3.97,1,0
https://apple.com/hauv7hmv8a3,9,11,0,0,0,1,0,1,0,0,2941,981,0,5.36,1,0
https://google.com/4bfvxqyrs3,10,10,0,0,0,1,0,1,0,0,230,757,0,4.11,1,0
https://microsoft.com/gzrqtugdq5i6rav,13,15,0,0,0,1,0,1,0,0,2186,2476,1,3.44,1,0
https://apple.com/80vl6tn9,9,8,0,0,0,1,0,1,0,0,3171,86,0,4.21,1,0
https://apple.com/fjvtz4wbfw9fg,9,13,0,0,0,1,0,1,0,0,2317,1866,0,3.54,1,0
https://apple.com/gybf1wm1nma,9,11,0,0,0,1,0,1,0,0,2584,1239,0,4.97,1,0
url,domain_length,path_length,has_ip,has_at_symbol,has_redirect,has_https,num_subdomains,num_dots,num_hyphens,domain_in_blacklist,domain_age,domain_end,is_url_shortened,entropy,ssl_certificate,label
http://paypal-verification.com/4fbmy3l,23,7,0,0,0,0,0,1,1,1,173,29,0,2.56,0,1
http://bank-update.com/y7cvoah62,15,9,0,0,0,0,0,1,1,1,110,83,0,4.3,0,1
http://account-security.com/jzerdpd0jx8j16,20,14,0,0,0,0,0,1,1,1,156,67,0,5.04,0,1
https://secure-login.com/f1eljg2zkn4d,16,12,0,0,0,1,0,1,1,1,76,24,0,5.04,1,1
http://free-gift.com/hqizzl90,13,8,0,0,0,0,0,1,1,1,125,63,1,3.13,0,1
https://bank-update.com/ubgyoub8,15,8,0,0,0,1,0,1,1,1,38,41,0,3.27,1,1
https://secure-login.com/au657,16,5,0,0,0,1,0,1,1,1,176,53,0,4.4,1,1
https://bank-update.com/6cimxsxfu7vdum,15,14,0,0,0,1,0,1,1,1,129,74,0,4.13,1,1
https://secure-login.com/sugatmgdzdqn8g2,16,15,0,0,0,1,0,1,1,1,97,3,0,3.31,1,1
http://free-gift.com/85ef0kjbct,13,10,0,0,0,0,0,1,1,1,92,37,1,4.17,0,1
https://secure-login.com/5q5b1,16,5,0,0,0,1,0,1,1,1,150,8,0,3.26,1,1
http://secure-login.com/1tavf5fg0cbf,16,12,0,0,0,0,0,1,1,1,2,65,0,2.79,0,1
http://paypal-verification.com/3sgq8jh7ouq0s8c,23,15,0,0,0,0,0,1,1,1,26,22,0,3.36,0,1
http://bank-update.com/v6yu2xacxnf4,15,12,0,0,0,0,0,1,1,1,83,67,0,3.09,0,1
https://secure-login.com/4wm0q03rt,16,9,0,0,0,1,0,1,1,1,35,56,0,3.76,1,1
http://paypal-verification.com/yei6v,23,5,0,0,0,0,0,1,1,1,103,49,0,3.45,0,1
https://free-gift.com/0emcnyq,13,7,0,0,0,1,0,1,1,1,91,48,1,5.08,1,1
http://account-security.com/k886nc,20,6,0,0,0,0,0,1,1,1,47,71,0,3.99,0,1
https://account-security.com/aytkwdxs7l,20,10,0,0,0,1,0,1,1,1,156,65,0,3.62,1,1
http://secure-login.com/zsevllqz4d,16,10,0,0,0,0,0,1,1,1,0,84,0,2.73,0,1
https://bank-update.com/bw8m4rys,15,8,0,0,0,1,0,1,1,1,173,82,0,4.03,1,1
http://free-gift.com/r7zpecsm2w6j,13,12,0,0,0,0,0,1,1,1,122,19,1,4.87,0,1
http://free-gift.com/3stiimekjg,13,10,0,0,0,0,0,1,1,1,176,59,1,5.16,0,1
https://bank-update.com/zpd3oc,15,6,0,0,0,1,0,1,1,1,37,80,0,5.04,1,1
http://account-security.com/wmnppcftu,20,9,0,0,0,0,0,1,1,1,162,6,0,4.98,0,1
https://bank-update.com/yd2trc2w3k,15,10,0,0,0,1,0,1,1,1,101,83,0,2.58,1,1
https://free-gift.com/9z3cxwo1xxqv,13,12,0,0,0,1,0,1,1,1,98,87,1,3.37,1,1
https://account-security.com/olyl0zr485ayd,20,13,0,0,0,1,0,1,1,1,16,6,0,5.05,1,1
http://paypal-verification.com/3fh8f,23,5,0,0,0,0,0,1,1,1,127,6,0,4.42,0,1
http://free-gift.com/o7d9xsdju3,13,10,0,0,0,0,0,1,1,1,4,22,1,4.31,0,1
http://free-gift.com/ngf8qgm43e2dh,13,13,0,0,0,0,0,1,1,1,92,2,1,3.95,0,1
http://secure-login.com/j5ik3b9paxfqgxn,16,15,0,0,0,0,0,1,1,1,85,43,0,4.19,0,1
http://bank-update.com/jg44r7,15,6,0,0,0,0,0,1,1,1,110,61,0,5.08,0,1
http://bank-update.com/86i9ky18bd0,15,11,0,0,0,0,0,1,1,1,141,20,0,2.93,0,1
http://free-gift.com/u5ii4a,13,6,0,0,0,0,0,1,1,1,145,20,1,4.63,0,1
http://free-gift.com/dcdafczha,13,9,0,0,0,0,0,1,1,1,144,76,1,2.61,0,1
https://free-gift.com/ia5jfrqzx793niv,13,15,0,0,0,1,0,1,1,1,93,63,1,3.39,1,1
https://bank-update.com/envr470ijx5,15,11,0,0,0,1,0,1,1,1,54,18,0,4.44,1,1
https://secure-login.com/i6wkw65has,16,10,0,0,0,1,0,1,1,1,138,60,0,5.12,1,1
http://paypal-verification.com/e17jjaiy,23,8,0,0,0,0,0,1,1,1,169,7,0,5.43,0,1
http://free-gift.com/m9rd5qft4n,13,10,0,0,0,0,0,1,1,1,3,68,1,3.28,0,1
https://free-gift.com/8w32j,13,5,0,0,0,1,0,1,1,1,92,24,1,2.71,1,1
http://bank-update.com/2m8ep4z3v,15,9,0,0,0,0,0,1,1,1,141,37,0,4.76,0,1
https://paypal-verification.com/gfiito6vhzus5,23,13,0,0,0,1,0,1,1,1,147,4,0,3.75,1,1
http://secure-login.com/lfuqrcx,16,7,0,0,0,0,0,1,1,1,48,10,0,2.77,0,1
https://free-gift.com/twbeaq4wwu,13,10,0,0,0,1,0,1,1,1,135,42,1,2.64,1,1
http://account-security.com/02ydtk,20,6,0,0,0,0,0,1,1,1,85,52,0,4.24,0,1
http://paypal-verification.com/7ulzvsnqsqrq,23,12,0,0,0,0,0,1,1,1,121,89,0,5.01,0,1
http://secure-login.com/mhbpd7lfvavt7sm,16,15,0,0,0,0,0,1,1,1,146,66,0,2.69,0,1
https://secure-login.com/y93i02h3vl,16,10,0,0,0,1,0,1,1,1,80,38,0,4.2,1,1
https://free-gift.com/yz3mtenw5,13,9,0,0,0,1,0,1,1,1,52,24,1,3.74,1,1
https://secure-login.com/wrngx68um,16,9,0,0,0,1,0,1,1,1,104,89,0,2.58,1,1
http://paypal-verification.com/1g0io,23,5,0,0,0,0,0,1,1,1,178,30,0,4.78,0,1
https://account-security.com/rhgnmvtqi,20,9,0,0,0,1,0,1,1,1,165,20,0,5.43,1,1
http://free-gift.com/8zowmrf,13,7,0,0,0,0,0,1,1,1,70,27,1,4.41,0,1
https://free-gift.com/bb9u30,13,6,0,0,0,1,0,1,1,1,150,55,1,5.31,1,1
http://free-gift.com/k3p7vszzj02as,13,13,0,0,0,0,0,1,1,1,178,43,1,3.86,0,1
https://bank-update.com/k6mt6,15,5,0,0,0,1,0,1,1,1,10,85,0,3.79,1,1
https://account-security.com/flx1r0kc,20,8,0,0,0,1,0,1,1,1,112,3,0,3.76,1,1
http://bank-update.com/5itfczfur8,15,10,0,0,0,0,0,1,1,1,14,25,0,4.64,0,1
https://account-security.com/96nz6zg19r8x8y7,20,15,0,0,0,1,0,1,1,1,154,73,0,3.66,1,1
https://account-security.com/zqk8s,20,5,0,0,0,1,0,1,1,1,117,4,0,3.57,1,1
https://account-security.com/1wm7z3v93tqvrhj,20,15,0,0,0,1,0,1,1,1,163,62,0,3.04,1,1
https://paypal-verification.com/00ompru03vb18oa,23,15,0,0,0,1,0,1,1,1,68,79,0,4.55,1,1
http://account-security.com/jb2oeqj0e,20,9,0,0,0,0,0,1,1,1,86,50,0,5.5,0,1
https://account-security.com/rmmddwga,20,8,0,0,0,1,0,1,1,1,141,82,0,4.88,1,1
https://bank-update.com/abjrs8pvfjkt7ei,15,15,0,0,0,1,0,1,1,1,47,31,0,3.12,1,1
http://bank-update.com/4xo8gzmb,15,8,0,0,0,0,0,1,1,1,82,84,0,2.66,0,1
http://account-security.com/p6bukfh04bt8nd,20,14,0,0,0,0,0,1,1,1,19,76,0,4.69,0,1
https://paypal-verification.com/kqfnnbpuj5s,23,11,0,0,0,1,0,1,1,1,44,13,0,3.51,1,1
https://bank-update.com/aj3r2hi,15,7,0,0,0,1,0,1,1,1,105,60,0,4.1,1,1
https://bank-update.com/mzl8r,15,5,0,0,0,1,0,1,1,1,20,61,0,4.93,1,1
http://secure-login.com/cdi9vhu8ssh31r,16,14,0,0,0,0,0,1,1,1,62,69,0,3.38,0,1
http://secure-login.com/itlrlr,16,6,0,0,0,0,0,1,1,1,145,60,0,2.92,0,1
http://paypal-verification.com/wrsozt9v7u,23,10,0,0,0,0,0,1,1,1,74,47,0,4.84,0,1
https://account-security.com/873rt,20,5,0,0,0,1,0,1,1,1,3,33,0,3.13,1,1
http://paypal-verification.com/8oqhgd5yl25nb49,23,15,0,0,0,0,0,1,1,1,112,48,0,4.33,0,1
https://account-security.com/7bs0btjcxwpybt,20,14,0,0,0,1,0,1,1,1,24,38,0,2.54,1,1
http://account-security.com/m5xv00e5,20,8,0,0,0,0,0,1,1,1,150,36,0,3.45,0,1
https://free-gift.com/3oy0wnpbaq5ri4k,13,15,0,0,0,1,0,1,1,1,36,12,1,4.74,1,1
https://account-security.com/6755donhwrun,20,12,0,0,0,1,0,1,1,1,106,68,0,4.46,1,1
https://account-security.com/2r3ee4ug89,20,10,0,0,0,1,0,1,1,1,1,89,0,5.29,1,1
http://paypal-verification.com/jozd934y7qxu46,23,14,0,0,0,0,0,1,1,1,146,88,0,3.28,0,1
https://secure-login.com/xnhakw,16,6,0,0,0,1,0,1,1,1,123,3,0,4.61,1,1
http://free-gift.com/6n5g81ert5v,13,11,0,0,0,0,0,1,1,1,139,27,1,4.51,0,1
http://account-security.com/4d6lhqju0dt1,20,12,0,0,0,0,0,1,1,1,157,15,0,3.88,0,1
https://secure-login.com/hpzttmxyldv,16,11,0,0,0,1,0,1,1,1,142,34,0,3.81,1,1
https://account-security.com/ltmu1i5jc,20,9,0,0,0,1,0,1,1,1,71,22,0,3.07,1,1
https://account-security.com/gm55m0jc,20,8,0,0,0,1,0,1,1,1,38,11,0,2.83,1,1
https://bank-update.com/x8epi9q4drgy,15,12,0,0,0,1,0,1,1,1,136,80,0,3.35,1,1
https://paypal-verification.com/vldptj3y,23,8,0,0,0,1,0,1,1,1,124,64,0,5.28,1,1
https://account-security.com/19kbodnzh,20,9,0,0,0,1,0,1,1,1,26,14,0,3.15,1,1
http://paypal-verification.com/svrjxh,23,6,0,0,0,0,0,1,1,1,161,59,0,3.06,0,1
http://secure-login.com/9hf5x8vzf89ae4h,16,15,0,0,0,0,0,1,1,1,93,61,0,3.41,0,1
https://secure-login.com/e2yy86vl1aaymu,16,14,0,0,0,1,0,1,1,1,132,41,0,4.81,1,1
https://paypal-verification.com/q4z8thw9,23,8,0,0,0,1,0,1,1,1,32,84,0,5.47,1,1
